name,market_value_eur,contract_until,tm_photo_url,tm_id,age,foot,height,position,dob
E. Tıknaz,8000000.0,2031-06-30,https://img.a.transfermarkt.technology/portrait/big/875337-1774435467.jpeg,875337.0,,,,,
Gabriel Moscardo,7000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1086636-1724752763.png,1086636.0,,,,,
F. Grillitsch,2500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/195736-1691269821.jpg,195736.0,,,,,
Yanis da Rocha,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1073115-1689275379.jpg,1073115.0,,,,,
J. Gorby,9000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/631404-1778180026.jpg,631404.0,,,,,
Diego Rodrigues,5000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/984540-1732827172.jpg,984540.0,,,,,
João Moutinho,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/29364-1464083394.PNG,29364.0,,,,,
M. Dorgeles,10000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1045972-1778181083.jpg,1045972.0,,,,,
R. Zalazar,30000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/606752-1771936397.png,606752.0,,,,,
Luisinho,,,https://img.a.transfermarkt.technology/portrait/big/1333915-1778180376.jpg,1333915.0,,,,,
Gabri Martínez,7000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/906948-1712569048.jpg,906948.0,,,,,
Sandro Vidigal,3000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1006448-1778181244.jpg,1006448.0,,,,,
João Aragão,,,https://img.a.transfermarkt.technology/portrait/big/1075884-1762245267.jpg,1075884.0,,,,,
Pau Víctor,15000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/707572-1724052852.jpg,707572.0,,,,,
Fran Navarro,4000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/284883-1693589967.png,284883.0,,,,,
A. El Ouazzani,2500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/735051-1669303777.png,735051.0,,,,,
Francisco Silva,7000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/234811-1666770953.jpg,234811.0,,,,,
João Virgínia,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/329813-1773786854.jpg,329813.0,,,,,
O. Diomande,42000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/974982-1759778940.jpg,974982.0,,,,,
Gonçalo Inácio,40000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/549006-1716296254.jpg,549006.0,,,,,
Z. Debast,28000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/548193-1759779104.jpg,548193.0,,,,,
Eduardo Quaresma,17000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/504073-1764375031.jpg,504073.0,,,,,
M. Araújo,35000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/572675-1773786535.jpg,572675.0,,,,,
Ricardo Mangas,2000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/314944-1765307316.jpg,314944.0,,,,,
Iván Fresneda,15000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/946883-1761231757.jpg,946883.0,,,,,
G. Vagiannidis,8000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/546186-1765306981.jpg,546186.0,,,,,
Salvador Blopa,2500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1294105-1771958981.jpg,1294105.0,,,,,
M. Hjulmand,45000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/461496-1725633200.jpg,461496.0,,,,,
João Simões,15000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/958937-1761231845.jpg,958937.0,,,,,
Daniel Bragança,12000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/461943-1765306925.jpg,461943.0,,,,,
H. Morita,8000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/524315-1765307094.jpg,524315.0,,,,,
G. Kochorashvili,4000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/405564-1759133137.jpg,405564.0,,,,,
Trincão,40000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/412669-1739308729.jpg,412669.0,,,,,
Flávio Gonçalves,25000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/426620-1759778826.jpg,426620.0,,,,,
Geovany Quenda,42000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/1138758-1761232238.jpg,1138758.0,,,,,
Geny Catamo,25000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/701979-1764374966.jpg,701979.0,,,,,
Luis Guilherme,12000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/991800-1736160163.jpg,991800.0,,,,,
S. Faye,3000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/666971-1773786729.jpg,666971.0,,,,,
F. Ioannidis,16000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/532444-1765306791.jpg,532444.0,,,,,
Rafael Nel,4000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1057523-1725522275.jpg,1057523.0,,,,,
J. Castillo,500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/662446-1772459420.jpg,662446.0,,,,,
Charles,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/181773-1695207347.jpg,181773.0,,,,,
Gui,200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1093809-1772459281.jpg,1093809.0,,,,,
Óscar Rivas,1000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/890557-1702510048.png,890557.0,,,,,
Thiago Balieiro,1000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/984093-1770900839.jpg,984093.0,,,,,
Miguel Nóbrega,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/409884-1676542998.jpg,409884.0,,,,,
R. Abascal,400000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/367652-1581877880.jpg,367652.0,,,,,
João Mendes,2500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/684348-1772459237.jpg,684348.0,,,,,
O. Lebedenko,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/524964-1636825412.jpg,524964.0,,,,,
Francisco Dias,200000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1335120.jpg,1335120.0,,,,,
T. Strata,2000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1004681-1772459339.jpg,1004681.0,,,,,
Miguel Maga,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/729140-1672674207.png,729140.0,,,,,
Diogo Sousa,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/461895-1745841988.jpeg,461895.0,,,,,
Rica Rocha,200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/902869.jpg,902869.0,,,,,
Beni Mukendi,,,https://img.a.transfermarkt.technology/portrait/big/666539-1766431769.jpg,666539.0,,,,,
Gonçalo Nogueira,1500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1135545-1743455490.jpg,1135545.0,,,,,
M. Mitrović,2000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/959979-1718184844.png,959979.0,,,,,
Samu,2500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/291939-1478181309.jpg,291939.0,,,,,
Noah Saviolo,10000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/671669-1772459028.jpg,671669.0,,,,,
Fabio Blanco,800000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/648909-1737487769.jpg,648909.0,,,,,
Gustavo Silva,4000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1047860-1772459179.jpg,1047860.0,,,,,
Telmo Arcanjo,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/791528-1780406516.jpg,791528.0,,,,,
A. Ndoye,1000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/807124-1712084978.jpg,807124.0,,,,,
André Oliveira,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/72768-1696346309.png,72768.0,,,,,
Lucas Cañizares,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/568154-1603003972.jpg,568154.0,,,,,
Gabriel Souza,150000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/375770-1541088599.jpg,375770.0,,,,,
B. Medina,3000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/989929-1691772750.jpg,989929.0,,,,,
Christian Marques,2000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/539807-1738846099.jpg,539807.0,,,,,
João Silva,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/461903-1743724022.jpg,461903.0,,,,,
R. Vita,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/805835-1630599334.jpg,805835.0,,,,,
E. Maviram,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/700789-1714464465.jpg,700789.0,,,,,
Tiago Manso,900000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/592498-1546889206.png,592498.0,,,,,
Rodrigo Conceição,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/426213-1720616605.png,426213.0,,,,,
Bebeto,50000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/124548-1560104395.png,124548.0,,,,,
J. Hodge,700000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/503975-1696599924.jpg,503975.0,,,,,
Cícero,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/476355-1737736348.jpg,476355.0,,,,,
Y. Sithole,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/401736-1680154630.jpg,401736.0,,,,,
Diego Tavares,50000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/134608-1598707029.jpeg,134608.0,,,,,
Hugo Félix,800000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/670683-1649417739.jpg,670683.0,,,,,
Xabi Huarte,200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/634125-1700857441.png,634125.0,,,,,
M. Aïko,900000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/813152-1764159767.png,813152.0,,,,,
B. Kimpioka,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/433652-1761756488.jpeg,433652.0,,,,,
Moudjatovic,,,https://img.a.transfermarkt.technology/portrait/big/842764-1692873898.png,842764.0,,,,,
Pedro Maranhão,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/642591-1737737080.jpg,642591.0,,,,,
Rony Lopes,1200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/174694-1730199640.jpg,174694.0,,,,,
A. van der Heide,350000.0,,https://img.a.transfermarkt.technology/portrait/big/462087-1725616907.jpg,462087.0,,,,,
Jordan,,,https://img.a.transfermarkt.technology/portrait/big/355369-1692707635.jpg,355369.0,,,,,
André Gomes,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/670710-1679905817.jpg,670710.0,,,,,
Matheus Mendes,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/646734.jpg,646734.0,,,,,
Mateus,100000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/813121-1706119734.jpg,813121.0,,,,,
André Paulo,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/647098-1612359737.jpg,647098.0,,,,,
B. Meupiyou,7000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/955253-1703065461.jpg,955253.0,,,,,
Kaiky Naves,4000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/964591-1670983137.jpg,964591.0,,,,,
J. Martínez,500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1105188-1751554869.jpg,1105188.0,,,,,
S. Baseya,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/988468-1716939302.jpg,988468.0,,,,,
Sergi Gómez,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/92947-1447159892.jpg,92947.0,,,,,
Francisco Chissumba,5000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/898721-1732826797.jpg,898721.0,,,,,
I. James,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/746642-1757672743.jpg,746642.0,,,,,
Diogo Spencer,900000.0,,https://img.a.transfermarkt.technology/portrait/big/858252-1680003588.jpg,858252.0,,,,,
Vasco Moreira,1000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/657429-1748379150.png,657429.0,,,,,
S. Abdulai,700000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/648812-1638365169.jpg,648812.0,,,,,
Rhaldney,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/638269-1759400253.png,638269.0,,,,,
D. Gui,600000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1321322-1770902019.jpg,1321322.0,,,,,
Zakaria Kassary,,,https://img.a.transfermarkt.technology/portrait/big/1245251.jpg,1245251.0,,,,,
N. Touaizi,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/487180-1745338434.jpg,487180.0,,,,,
Lincoln,3500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/351738-1696447272.png,351738.0,,,,,
Chiquinho,5000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/695454-1641552728.png,695454.0,,,,,
Figueiredo,4000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/703324-1706564805.jpg,703324.0,,,,,
C. Nuozzi,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/859923-1714046764.png,859923.0,,,,,
S. Diarra,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/428954-1604333823.jpg,428954.0,,,,,
Fabrício Garcia,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1070645-1724848419.jpg,1070645.0,,,,,
Marko Milovanović,,,https://img.a.transfermarkt.technology/portrait/big/845568-1732735791.jpg,845568.0,,,,,
M. Clairicia,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/969153-1753297747.jpg,969153.0,,,,,
Felipe Lima,150000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/284739-1692637047.png,284739.0,,,,,
E. Destanoğlu,4000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/500091-1727354578.png,500091.0,,,,,
D. Vásquez,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/495722-1770806559.jpg,495722.0,,,,,
E. Bilgin,400000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/727147-1750256140.jpg,727147.0,,,,,
E. Yaşar,100000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/935552-1727357788.png,935552.0,,,,,
E. Agbadou,16000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/683895-1770396716.jpg,683895.0,,,,,
Tiago Djaló,7000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/420465-1770375312.png,420465.0,,,,,
E. Topçu,7000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/531332-1727357464.png,531332.0,,,,,
Y. Özcan,5000000.0,2027-01-27,https://img.a.transfermarkt.technology/portrait/big/1043003-1727694653.jpg,1043003.0,,,,,
F. Uduokhai,3500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/278343-1727357502.png,278343.0,,,,,
K. Yılmaz,2500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/461951-1696077083.png,461951.0,,,,,
A. Murillo,7000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/354482-1770806107.png,354482.0,,,,,
O. Bulut,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/152733-1759746930.jpg,152733.0,,,,,
G. Sazdağı,1200000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/257785-1694079581.png,257785.0,,,,,
K. Asllani,12000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/543771-1716969431.jpg,543771.0,,,,,
W. Ndidi,8000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/274839-1765193511.jpg,274839.0,,,,,
N. Uysal,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/77710-1727357566.png,77710.0,,,,,
S. Uçan,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/170838-1727357729.png,170838.0,,,,,
J. Olaïtan,7000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/900938-1759400118.png,900938.0,,,,,
E. Touré,13000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/649016-1770375726.png,649016.0,,,,,
Jota Silva,10000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/663244-1770374751.png,663244.0,,,,,
D. Şahin,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1304045-1770374297.png,1304045.0,,,,,
V. Černý,7000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/242063-1770713580.jpg,242063.0,,,,,
C. Ünder,4000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/341647-1728392057.JPG,341647.0,,,,,
M. Rashica,3500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/291739-1727356752.png,291739.0,,,,,
Hyeon-gyu Oh,,,https://img.a.transfermarkt.technology/portrait/big/639246-1770374157.png,639246.0,,,,,
M. Hekimoğlu,5000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1071252-1727355701.png,1071252.0,,,,,
B. Tosun,250000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/662363-1671272113.png,662363.0,,,,,
R. Adıyaman,,,https://img.a.transfermarkt.technology/portrait/big/1054402-1745842151.jpg,1054402.0,,,,,
B. Demir,,,https://img.a.transfermarkt.technology/portrait/big/1303338-1724358260.jpg,1303338.0,,,,,
A. Ajeti,,,https://img.a.transfermarkt.technology/portrait/big/159288-1721803187.png,159288.0,,,,,
A. Aytemur,,,https://img.a.transfermarkt.technology/portrait/big/341773-1671272186.png,341773.0,,,,,
Furkan Apaydın,,,https://img.a.transfermarkt.technology/portrait/big/930315-1704474683.png,930315.0,,,,,
İsmail Tarım,,,https://img.a.transfermarkt.technology/portrait/big/815010-1740482914.jpg,815010.0,,,,,
C. Şen,,,https://img.a.transfermarkt.technology/portrait/big/620076-1715878143.png,620076.0,,,,,
O. Imeri,,,https://img.a.transfermarkt.technology/portrait/big/535537-1671272447.png,535537.0,,,,,
Berşan Yavuzay,,,https://img.a.transfermarkt.technology/portrait/big/934975-1690119967.jpeg,934975.0,,,,,
Mert Yılmaz,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/393217-1757669993.jpg,393217.0,,,,,
A. Aslan,,,https://img.a.transfermarkt.technology/portrait/big/667749-1745842918.jpeg,667749.0,,,,,
Y. Sertkaya,,,https://img.a.transfermarkt.technology/portrait/big/1017774-1693163397.jpg,1017774.0,,,,,
G. Obekpa,,,https://img.a.transfermarkt.technology/portrait/big/1107994-1722797970.jpeg,1107994.0,,,,,
M. Erdilman,,,https://img.a.transfermarkt.technology/portrait/big/719857-1745843131.png,719857.0,,,,,
E. Öğrüce,,,https://img.a.transfermarkt.technology/portrait/big/1045071-1745843078.jpeg,1045071.0,,,,,
Yunus Tarhan,,,https://img.a.transfermarkt.technology/portrait/big/931369-1770395657.png,931369.0,,,,,
E. Bilsel,,,https://img.a.transfermarkt.technology/portrait/big/708410-1745842795.jpeg,708410.0,,,,,
H. Osman,200000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/860255-1745843381.jpg,860255.0,,,,,
